<number of tasks>
50
<number of stations>
25
<order strength>
0.896
<type of the robots>
1
<upper bound>
468
<robot flexibility>
0.4
<collaboration flexibility>
0.4
<number of robots>
5
<task times>
1 30 99999 21
2 130 99999 99999
3 43 86 99999
4 47 99999 99999
5 104 208 99999
6 131 262 99999
7 126 99999 99999
8 31 99999 99999
9 44 99999 30
10 50 99999 99999
11 49 98 99999
12 94 188 99999
13 41 99999 28
14 52 104 99999
15 261 99999 182
16 123 246 86
17 172 344 99999
18 104 99999 99999
19 78 156 54
20 109 99999 76
21 137 99999 99999
22 75 99999 99999
23 328 99999 99999
24 77 154 53
25 60 99999 42
26 101 99999 70
27 147 294 99999
28 194 99999 135
29 39 99999 99999
30 45 99999 99999
31 103 206 99999
32 136 272 99999
33 235 470 164
34 220 440 99999
35 156 99999 99999
36 115 99999 80
37 53 106 37
38 192 99999 99999
39 27 99999 99999
40 129 258 90
41 131 99999 91
42 113 226 79
43 65 99999 45
44 153 99999 107
45 204 99999 99999
46 70 99999 99999
47 242 484 169
48 156 99999 99999
49 273 546 99999
50 48 99999 99999
<precedence relations>
1,4
1,5
1,6
2,4
2,5
2,6
3,4
3,5
3,6
4,7
4,8
5,7
5,8
6,7
6,8
7,9
7,10
8,9
8,10
9,11
9,12
9,13
10,11
10,12
10,13
11,14
11,15
12,14
12,15
13,14
13,15
14,16
14,17
15,16
15,17
16,18
16,19
17,18
17,19
18,20
18,21
18,22
18,23
19,20
19,21
19,22
19,23
20,24
20,25
20,26
21,24
21,25
21,26
22,24
22,25
22,26
23,25
23,26
24,27
24,28
24,32
25,27
25,28
25,29
25,30
25,31
26,27
26,28
26,29
26,30
26,31
27,40
27,43
28,33
28,36
29,32
30,32
30,33
31,32
32,34
32,35
32,36
33,34
33,35
34,41
34,43
35,37
35,38
37,39
37,40
37,41
37,42
38,41
38,45
40,44
40,45
41,50
42,43
42,44
42,45
43,46
43,48
45,46
45,47
45,49
47,50
49,50
<end>
