<number of tasks>
50
<number of stations>
25
<order strength>
0.896
<type of the robots>
1
<upper bound>
1983
<robot flexibility>
0.2
<collaboration flexibility>
0.2
<number of robots>
5
<task times>
1 711 1422 99999
2 586 99999 99999
3 416 99999 99999
4 332 664 99999
5 461 99999 99999
6 409 99999 99999
7 249 99999 99999
8 388 99999 99999
9 497 99999 99999
10 468 936 99999
11 552 99999 99999
12 502 99999 99999
13 578 99999 404
14 726 99999 99999
15 160 99999 112
16 594 99999 99999
17 518 1036 99999
18 526 1052 99999
19 346 99999 99999
20 274 99999 99999
21 560 99999 99999
22 666 99999 99999
23 607 99999 99999
24 705 99999 99999
25 472 99999 330
26 397 99999 99999
27 393 786 275
28 555 99999 99999
29 408 99999 285
30 342 99999 99999
31 580 99999 99999
32 443 99999 310
33 529 99999 99999
34 434 99999 99999
35 645 1290 99999
36 440 99999 308
37 501 99999 99999
38 694 1388 99999
39 564 99999 99999
40 446 892 312
41 414 99999 99999
42 494 99999 99999
43 711 99999 99999
44 686 99999 99999
45 320 99999 224
46 374 99999 99999
47 467 99999 326
48 443 99999 99999
49 589 1178 99999
50 615 99999 99999
<precedence relations>
1,4
1,5
2,4
2,5
3,4
3,5
4,6
4,7
4,8
5,6
5,7
5,8
6,9
6,10
7,9
7,10
8,9
8,10
9,11
9,12
9,13
10,11
10,12
10,13
11,14
11,15
11,16
11,17
12,14
12,15
12,16
12,17
13,14
13,15
13,16
13,17
14,18
14,19
14,20
15,18
15,19
15,20
16,18
16,19
16,20
17,18
17,19
17,20
18,21
18,30
18,31
19,28
20,21
20,22
20,23
21,32
21,33
22,24
22,25
23,25
23,26
24,33
25,27
25,28
26,27
26,28
27,29
27,30
27,31
28,29
28,31
29,32
29,33
30,32
30,33
31,32
31,33
32,37
33,34
33,35
33,36
33,39
34,41
34,42
35,40
36,38
37,39
38,41
38,42
39,40
39,41
40,45
40,46
40,47
41,43
42,44
43,47
44,45
44,46
45,50
46,50
47,48
47,49
<end>
