<number of tasks>
45
<number of stations>
9
<type of the robots>
4
<cost of the robots>
9.82
13.34
19.66
23.75
<task times>
1 9 18 16 14 10000 7 6 6 10000
2 9 10000 10000 14 12 7 6 6 5
3 10 10000 10000 10000 10000 10000 7 6 6
4 10 10000 18 15 10000 10000 7 6 6
5 17 10000 10000 10000 22 10000 12 11 10
6 17 10000 10000 26 22 12 12 11 10
7 13 10000 23 10000 10000 10000 9 10000 10000
8 13 10000 10000 10000 10000 10000 9 10000 8
9 20 40 10000 30 25 14 10000 12 11
10 20 10000 10000 10000 10000 10000 10000 10000 10000
11 10 10000 10000 15 13 7 10000 6 6
12 11 10000 10000 10000 10000 10000 10000 7 10000
13 6 10000 10000 10000 8 10000 10000 10000 4
14 22 10000 10000 10000 28 10000 10000 10000 13
15 11 22 10000 10000 14 8 10000 10000 7
16 19 38 10000 10000 24 14 10000 10000 11
17 12 10000 10000 18 15 10000 8 8 7
18 3 10000 6 10000 10000 10000 2 10000 10000
19 7 10000 10000 10000 10000 5 10000 10000 4
20 4 10000 10000 10000 5 10000 10000 3 3
21 55 10000 10000 83 10000 39 10000 33 10000
22 14 10000 25 21 10000 10 10 9 10000
23 27 10000 10000 10000 10000 19 18 17 15
24 29 10000 10000 10000 37 10000 10000 18 16
25 26 10000 10000 10000 10000 19 17 10000 15
26 6 10000 10000 10000 10000 10000 10000 4 10000
27 5 10 9 8 10000 4 4 3 10000
28 24 10000 10000 10000 10000 10000 16 10000 14
29 4 10000 10000 10000 10000 3 10000 10000 3
30 5 10000 10000 10000 10000 10000 4 10000 10000
31 7 10000 10000 11 10000 10000 10000 5 4
32 4 10000 7 10000 10000 3 3 3 10000
33 15 30 10000 10000 10000 11 10000 10000 10000
34 3 6 6 10000 4 3 2 10000 2
35 7 10000 10000 10000 10000 10000 5 10000 10000
36 9 10000 16 10000 10000 10000 6 10000 5
37 4 10000 10000 10000 10000 10000 10000 3 10000
38 7 10000 10000 10000 10000 10000 10000 10000 4
39 5 10000 9 8 10000 10000 4 3 10000
40 4 8 10000 6 10000 3 10000 3 10000
41 21 10000 37 10000 10000 15 14 10000 10000
42 12 10000 10000 18 15 10000 8 8 7
43 6 10000 11 10000 8 10000 4 4 4
44 5 10000 10000 8 10000 10000 10000 3 10000
45 5 10000 10000 10000 10000 10000 10000 3 3
<precedence relations>
1,3
1,7
2,4
2,8
3,5
4,6
5,9
6,10
7,9
7,14
8,10
8,14
9,41
10,41
11,13
12,13
12,37
13,14
13,15
14,17
14,25
14,29
14,30
14,31
14,32
15,16
15,18
15,23
15,24
16,19
17,26
17,27
18,19
19,20
19,33
20,21
21,22
22,28
23,33
24,33
25,26
26,38
27,28
27,33
28,38
29,41
30,41
31,41
32,41
33,34
33,35
33,36
34,38
35,40
36,38
37,43
38,40
39,41
40,41
41,42
42,44
42,45
<end>
